Judul,Author,Topik,Waktu,Gambar,Isi Berita
"Virus Mutan Corona Terdeteksi, Penerbangan Hong Kong Dibatasi",Tim detikcom,"hong kong,covid-19,virus mutan corona,virus corona,round-up","Senin, 19 Apr 2021 22:35 WIB",https://akcdn.detik.net.id/community/media/visual/2021/01/18/ilustrasi-penerbangan_169.jpeg?w=700&q=90,"Virus mutan COVID-19 N501Y terdeteksi untuk pertama kalinya di . Imbasnya, Hong Kong pun menghentikan sementara penerbangan dari sejumlah negara.Sejumlah negara tersebut yakni India, Pakistan, dan Filipina. Semua penerbangan dari ketiga negara tersebut untuk sementara dilarang memasuki wilayah .Maskapai-maskapai penerbangan yang terkena dampak larangan Hong Kong untuk para pelancong dari India, Pakistan, dan Filipina ini termasuk maskapai seperti Cathay Pacific, Hong Kong Airlines, Vistara, dan Cebu Pacific.Ketiga negara itu dianggap sebagai negara 'risiko sangat tinggi' oleh pemerintah Hong Kong. Ketiganya dikelompokkan sebagai negara dengan 'risiko sangat tinggi' setelah ada beberapa kasus impor yang membawa strain virus mutan itu ke Hong Kong dalam 14 hari terakhir.Hong Kong melaporkan 30 kasus baru infeksi virus Corona pada hari Minggu (18/4) kemarin. 29 di antaranya merupakan kasus impor, menandai jumlah kasus harian tertinggi sejak 15 Maret. Hong Kong sejauh ini telah mencatat lebih dari 11.600 kasus infeksi virus Corona secara total dan 209 kematian.Otoritas Hong Kong telah mendesak penduduk untuk mendapatkan vaksinasi untuk COVID-19. Namun, hanya sekitar 9 persen dari 7,5 juta penduduk Hong Kong yang telah divaksinasi sejauh ini.Pemerintah pekan lalu memperluas skema vaksin di kota itu untuk pertama kalinya, dengan melibatkan mereka yang berusia antara 16 hingga 29 tahun. Ini dilakukan seiring pemerintah bertujuan untuk meningkatkan permintaan vaksinasi yang tidak bersemangat di antara penduduk."
Jabar Banten Hari Ini: Hengky Diduga Copas Postingan Anies-Geger Bocah Disunat Gaib,Tim detikcom,"jabar banten hari ini,birojabar","Senin, 19 Apr 2021 21:42 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/hengky-kurniawan-anies-baswedan_43.jpeg?w=700&q=90,"Beragam peristiwa terjadi di Jabar dan Banten Hari ini. Mulai dari Hengky Kurniawan diduga meniru postingan Anies Baswedan hingga bocah 4 tahun disunat gaib.Hengky Kurniawan, yang kini menjabat sebagai Plt Bupati Bandung Barat mengunggah tayangan terkait pembahasan Perencanaan Pembangunan Bandung Barat Tahun 2022 bersama dengan Bappelitbang Kabupaten Bandung Barat (KBB) di media sosialnya.Dalam tayangan itu, Hengky mengatakan jika tantangan yang dihadapi oleh KBB tak sederhana di masa pandemi COVID-19 ini yang masih dalam proses pemulihan, oleh karena itu dikatakannya perlu terobosan dan kebaruan dalam cara-cara bekerja, yang berbeda dengan masa sebelumnya.""Tantangan yang dihadapi Bandung Barat tidak sederhana, di masa pandemi ini kita dalam proses pemulihan. Karena itu perlu banyak terobosan, kebaruan dalam cara-cara bekerja, yang berbeda dengan masa sebelumnya. Begitu banyak peluang kolaborasi dalam membangun Bandung Barat,"" tulis Hengky dalam akun Instagramnya @hengkykurniawan, Jumat (16/4) lalu.""Pembangunan di Bandung Barat harus direncanakan secara gotong royong/ kolaboratif, karena pelaku pembangunan di Bandung Barat bukan hanya dari pemerintah saja, tapi juga dari pihak swasta dan unsur masyarakat,"" bunyi keterangan yang ditulis Hengky.Selain itu, Hengky juga menyebut jika program pembangunan di KBB memerlukan kolaborasi dengan pemerintah pusat. Terutama untuk program-program mendasar seperti infrastruktur dan pengembangan pariwisata, pengendalian banjir, dan infrastruktur air bersh.""Terima kasih dan apresiasi kepada semua pihak yang terlibat, InsyaAllah kita bisa mencapai apa kita semua harapkan. Aamiin🙏🏻 #BandungBaratBerkah,"" pungkas Hengky.Menariknya unggahan soal RPJMD dari Hengky tersebut, serupa tapi tak sama dengan unggahan Gubernur DKI Jakarta Anies Baswedan sehari sebelumnya. Anies pun mengunggah tayangan yang serupa terkait Musyawarah Rencana Pembangunan (Musrenbang) Provinsi DKI Jakarta Tahun 2021.""Tantangan yang dihadapi Jakarta tidak sederhana, di masa pandemi ini kita dalam proses pemulihan. Karena itu perlu banyak terobosan, kebaruan dalam cara-cara bekerja, yang berbeda dengan masa sebelumnya,"" tulis Anies, Kamis (15/4) atau sehari sebelum Hengky mengunggah tayangan terkait rencana pembangunan daerah.""Pembangunan di Jakarta harus direncanakan secara gotong royong/ kolaboratif, karena pelaku pembangunan di Jakarta bukan hanya dari pemerintah saja, tapi juga dari pihak swasta dan unsur masyarakat,"" ucapnya.Sebelum Hengky, Anies juga menyebut perlu ada kolaborasi khusus antara pemerintah pusat dan daerah, terkait program-program mendasar.""Ada beberapa program yang perlu kolaborasi khusus dengan pemerintah pusat. Kita perlu pastikan semua rencana waktu dan target disusun sebaik-baiknya. Terutama untuk program-program mendasar seperti infrastruktur transportasi, pengembangan kawasan, pengembangan pariwisata, pengendalian banjir, dan infrastruktur air bersih,"" tulis Anies.""Insyaallah kita bisa mencapai apa kita semua harapkan: Jakarta yang maju kotanya dan bahagia warganya,"" tulis Anies mengakhiri unggahannya.Dikonfirmasi kepada Kepala Bagian Protokol Komunikasi Pimpinan (Prokompim) KBB Agus Ganjar Hidayat melalui Kepala Sub Bagian Hubungan Masyarakat (Kasubbag Humas) Pemda KBB Taufik Kurnaefi mengatakan, belum mengetahui informasi soal unggahan Hengky yang mirip dengan Anies Baswedan.Namun berbicara soal unggahan di akun instagram pribadi, dia menyebut Hengky memiliki tim media sosial sendiri yang berada di luar tanggung jawab Prokompim Pemda KBB.""Belum dapat informasinya. Nanti mungkin akan dicek dulu. Tapi kalau tim media, Pak Aa Umbara dan Pak Hengky ada timnya di luar Prokompim,"" katanya saat dikonfirmasi detikcom, hari ini.Ia memastikan jika unggahan di akun Instagram milik Hengky bukan dibuat oleh tim media dari Prokompim KBB. ""Enggak ada (dari Prokompim) kecuali ada kesamaan beberapa foto. Untuk postingan foto kegiatan ada beberapa yang dari kita,"" terangnya.Sementara itu Pengamat Politik dan Pemerintahan Universitas Jenderal Ahmad Yani (Unjani) Arlan Siddha berujar, jika apa yang dilakukan Hengky tidak salah. Namun, tidak baik bagi seorang 'single fighter' di daerah yang bupatinya baru saja tersandung perkara korupsi.""Intinya sih tidak salah, hanya apa yang dia lakukan itu kurang baik. Sebagai seorang single fighter, dia harus lebih kreatif karena tugasnya lebih berat. Secara substansi mungkin sama dan tidak jadi soal, hanya saja letak kritiknya itu pada penggunaan bahasa yang hampir sama,"" kata Arlan saat dihubungi.Apalagi dengan fakta bahwa yang mengunggah tayangan tersebut ialah tim media internal Hengky di luar Humas dan Protokol Pemda KBB.""Artinya dia tidak memfilter dengan baik dan tim media dia juga tidak melakukan komunikasi. Pembisik Hengky di Pemda KBB harus lebih solid,"" tegasnya.
        "
"Panik Dikepung Warga, Debt Collector Nyebur ke Kali Ciliwung Jakpus","Yogi Ernes, Rahmat Fathan","debt collector,polsek sawah besar","Senin, 19 Apr 2021 21:14 WIB",https://akcdn.detik.net.id/community/media/visual/2016/07/29/337afd98-fda1-48a9-9666-dbfa253c3833_169.jpg?w=700&q=90,"Seorang pria diduga  menceburkan diri ke Kali Ciliwung, Sawah Besar, Jakarta Pusat. Polisi menyebut pria itu menceburkan diri karena panik ""Yang pasti memang betul yang bersangkutan adalah  atau pihak ketiga dari perusahaan  ya. Bahasa-bahasanya itu bahwa bermacam-macam ya ada 'mata elang' atau segala ,"" kata Kapolsek Sawah Besar AKP Maulana Mukarom saat dikonfirmasi, Senin (19/4/2021).Maulana mengatakan, ketika peristiwa terjadi pada sore tadi, sejumlah warga mencoba mendatangi pria itu. Karena panik, pria tersebut lalu menceburkan diri ke kali.""Karena dilihat jumlah cukup banyak, jadi yang bersangkutan panik terus menceburkan diri,"" ujarnya.Maulana menuturkan polisi yang mendapatkan informasi kejadian tersebut pun langsung mendatangi TKP. Pria tersebut kini telah diamankan di .""Setelah menceburkan diri, kita mendapatkan informasi ada kejadian tersebut. Piket reskrim dari Polsek Sawah Besar langsung bergerak cepat ke TKP langsung mengamankan dari orang tersebut,"" ucap dia.Pria itu kini tengah . Belum jelas apa yang membuat warga mendatanginya.""Jadi kalau untuk yang bersangkutan itu sedang melakukan kegiatannya, atau sedang melakukan seperti yang kita sebut dia sedang mengintai atau segala macam, itu masih dalam pendalaman. Belum bisa saya sampaikan secara pasti,"" imbuhnya."
Truk Kontainer Tabrak Pembatas Jalan-Seruduk Warung di Sukabumi,Syahdan Alamsyah,"sukabumi,truk seruduk warung,birojabar","Senin, 19 Apr 2021 21:33 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/sebuah-truk-kontainer-seruduk-warung-di-sukabumi_169.jpeg?w=700&q=90,"Truk kontainer dengan nomor polisi B 9116 TEV mengalami kecelakaan di ruas Jalan Simpang Ratu, Kecamatan Cibadak, Kabupaten Sukabumi. Truk nahas itu menabrak pembatas jalan lalu menyeruduk warung yang berada di sekitar lokasi.Informasi diperoleh , peristiwa itu terjadi sekitar pukul 19.30 WIB, Senin (19/4/2021). Truk diketahui dalam perjalanan dari arah Sukabumi menuju Bogor, tiba-tiba truk hilang kendali dan oleng ke kiri.""Saya baru pulang belanja, menghitung barang begitu melihat ke jalan ada truk tiba-tiba mendekat ke arah warung, saya langsung melompat ke arah yang aman kata Nandi Apitullah (25) pemilik warung kopi dan rokok di lokasi kejadian kepada .Nandi sempat bergulingan beberapa kali, saat itu ia fokus menyelamatkan diri. Sampai kemudian ia mendengar suara benturan antara truk dengan warung miliknya.""Alhamdulillah kondisi warung sedang sepi, kakak saya sedang salat tarawih. Ini sudah kejadian ketiga kalinya,"" ungkap Nandi.Suara benturan terdengar hingga radius beberapa meter, warga melihat truk sempat lebih dulu menerjang pembatas jalan sampai akhirnya berhenti setelah menabrak warung.""Posisi saya sekitar 20 meteran dari lokasi, ada suara benturan saat truk lebih dulu menabrak pembatas jalan. Truk terus melaju sampai akhirnya berhenti setelah menabrak warung di seberang jalan,"" tutur Afandi saksi mata di lokasi kejadian.Sejumlah warga mendatangi lokasi kejadian, mereka lantas mengevakuasi sopir truk yang diduga sempat tergencet kabin depan mobilnya yang ringsek akibat benturan. ""Tadi sempat dievakuasi, kondisinya sudah tidak sadar. Namun tidak bisa memastikan apakah meninggal atau pingsan korban sudah dibawa ke RSUD Sekarwangi,"" kata Afif, saksi lainnya.Tidak lama aparat kepolisian mendatangi lokasi, sebagian dari mereka mengatur arus lalu lintas. Sejumlah warga terlihat mengabadikan kondisi truk kontainer tersebut dengan kamera selulernya."
Polisi Tangkap Pembunuh Lansia di Buleleng Bali!,Sui Suadnyana,"pembunuhan,lansia,buleleng,bali,biromakassar","Senin, 19 Apr 2021 21:38 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/pembunuhan-lansia_169.jpeg?w=700&q=90,"Polisi berhasil menangkap pelaku  seorang  perempuan di , Bali. Pelaku pembunuhan berinisial YJ (29).""Berdasarkan hasil olah TKP serta pemeriksaan saksi-saksi, diperoleh petunjuk tentang pelaku yang melakukan pembunuhan tersebut,"" kata Kasubag Humas Polres Buleleng Iptu I Gede Sumarjaya dalam keterangan tertulis, Senin (19/4/2021).Sumarjaya menjelaskan Yoni merupakan pekerja bangunan asal Kabupaten Bojonegoro, Jawa Timur. Pelaku beralamat sementara di Jalan Pulau Natuna, Kelurahan Penarukan, Buleleng.""Modus operandi pelaku melakukan pembunuhan terhadap korban tersebut karena pelaku dendam dengan korban, di mana sebelumnya korban mencaci pelaku dengan mengatai  (anjing),"" kata Sumarjaya.Hujatan itu dilontarkan saat pelaku berbelanja di warung korban pada Rabu, 24 Maret 2021, sekitar pukul 11.30 Wita atau tiga hari sebelum peristiwa pembunuhan. Korban memang seorang perawan tua yang tinggal sendirian sambil berjualan makanan dan minuman ringan.Dari hasil olah TKP, terlihat dalam kamera CCTV terdapat seorang laki-laki yang masuk ke dalam rumah korban pada Minggu, 28 Maret 2021, sekitar pukul 01.48 Wita. Berbekal hasil olah TKP tersebut, tim penyidik mencari keberadaan pelaku.Akhirnya, pada Minggu, 18 April 2021, pukul 02.00 Wita, pelaku ditemukan di rumah bedeng bangunan ruko yang terletak di Jalan Pulau Natuna, Kelurahan Penarukan, Buleleng. Lokasi pelaku berjarak sekitar 20 meter dari TKP.""Kemudian dilakukan interogasi terhadap laki-laki tersebut, yang mana selanjutnya mengakui bahwa memang benar dirinya yang telah melakukan pembunuhan terhadap korban,"" terang Sumarjaya.Pelaku ditetapkan sebagai tersangka dengan jeratan Pasal 338 KUHP dan/atau Pasal 351 ayat (3) KUHP. Pelaku terancam hukuman 15 tahun penjara."
Unair Tegaskan Tak Dukung Penelitian Vaksin Nusantara,Esti Widiyana,"prof nidom,vaksin nusantara,vaksin,vaksin covid-19,unair,universitas airlangga,birojatim,vaksin merah putih","Senin, 19 Apr 2021 21:11 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/15/rektor-unair-prof-mohammad-nasih_169.jpeg?w=700&q=90,"Universitas Airlangga () meluruskan pernyataan Prof drh Chairul Anwar Nidom terkait vaksin Nusantara. menegaskan pernyataan  itu berdasarkan pendapat pribadi.""Ada 1 informasi (karikatur) yang berkaitan dengan poduk tertentu yang sekarang lagi hangat untuk didiskusikan antara pro dan kontra. Di dalam informasi itu muncul sketsa seseorang memakai kopiah dan di bawahnya tertulis guru besar biokimia dan biologi molekuler Unair, dan itu tanpa disebutkan namanya, hingga seolah-olah posisi Unair berada dalam 1 sisi dalam proses pengembangan vaksin ini,"" kata Rektor Unair Prof Dr Mohammad Nasih kepada wartawan di Gedung Rektorat Kampus C, Senin (19/4/2021)Adanya karikatur tersebut, kata Nasih, membuat pihaknya mendapat banyak komplain dari guru besar biokimia dan biologi molekuler . Para guru besar tersebut tidak merasa dalam posisi mendukung vaksin nusantara.Dalam hal ini, Nasih menegaskan tidak terlibat dalam proses dukung-mendukung dalam pengembangan vaksin yang ada. Pihaknya murni bekerja secara ilmiah melakukan penelitian-penelitian yang dianggap berkontribusi atau berkaitan dengan penanganan COVID-19.""Karena kami sangat sibuk dengan urusan kami sendiri, kami hampir lupa untuk ikut dalam urusan pihak lain, termasuk penelitian atau apa pun yang dilakukan pihak lain. Posisi  tidak dalam posisi untuk dukung- mendukung, menolak terhadap pengembangan penelitian vaksin yang dilakukan oleh pihak lain,"" jelasnya.""Kami memberikan penghormatan kepada semua pihak yang sudah melakukan ikhtiar, sedemikian rupa sesuai dengan profesi dan kompetensinya untuk bisa berkontribusi dalam penanganan COVID,"" tambahnya.Selain itu, berkaitan dengan guru besar, Nasih menyampaikan sejak  mendirikan dan menyatakan diri sebagai ketua peneliti dalam riset COVID-19 pada Professor Nidom Foundation (PNF), maka status Prof Nidom tidak lagi menjadi peneliti Unair. Nasih menegaskan bahwa Prof Nidom murni dari PNF.""Sehingga itu murni dari pendapat beliau, pendapat pribadi atau lembaganya, dan bukan peneliti Universitas Airlangga. Karena yang bersangkutan sudah mendeklarasikan diri sebagai ketua sekaligus peneliti di Professor Nidom Foundation (PNF). Pro dan kontra tidak perlu kita bawa dalam satu kontribusi tapi itu murni menjadi pendapat-pendapat pribadi dari yang bersangkutan. Ini yang perlu kami sampaikan dan tekankan,"" pungkasnya."
Foto: SMA di Sragen Gelar Tes Antigen Usai 3 Guru Wafat Corona,Andika Tarmy,"birojatengdiy,sman 1 gondang,sekolah,antigen,corona,guru,fotodetikcom","Senin, 19 Apr 2021 20:01 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/3-guru-wafat-kena-corona-sman-1-gondang-gelar-tes-antigen-1_169.jpeg?w=700&q=90,
Mencekam Lagi Gara-gara Penembakan Brutal di Paman Sam,Tim detikcom,"penembakan,amerika serikat,penembakan amerika serikat,round-up","Senin, 19 Apr 2021 20:01 WIB",https://akcdn.detik.net.id/community/media/visual/2016/02/02/3d4722ac-6d57-4d17-bd56-acb5f76e653a_169.jpg?w=700&q=90,"Lagi-lagi  menghebohkan Amerika Serikat. Kali ini, penembakan brutal terjadi di Texas dan mengakibatkan 3 orang tewas. brutal yang terjadi di Austin, Texas, pada Minggu (18/4) waktu setempat itu menewaskan tiga orang. Polisi menyebut ketiga korban tewas terdiri atas dua wanita keturunan Hispanik dan satu pria kulit hitam.Seperti dilansir Associated Press, Senin (19/4/2021), Kepala Kepolisian Austin, Joseph Chacon, menyatakan kepolisian kini tengah memburu seorang tersangka yang diidentifikasi bernama Stephen Broderick (41). Chacon mengimbau warga setempat untuk 'tetap waspada'.""Para korban semuanya dikenal oleh tersangka,"" sebut Chacon dalam pernyataannya. ""Pada tahap ini, kami pikir individu yang ada di luar sana ini tidak menargetkan orang-orang secara acak untuk ditembak. Itu bukan berarti dia tidak berbahaya,"" imbuhnya.Polisi lalu menyebar ciri-ciri pelaku  yang masih diburu itu. Dia memiliki tinggi badan 170 cm dan berkulit hitam. Broderick disebut memakain hoodie warna abu-abu, kaca mata hitam dan topi bisbol saat meninggalkan lokasi penembakan.Motif penembakan ini masih jadi tanda tanya. Ada seorang anak yang selamat dari penembakan ini dan anak itu kini berada di lokasi yang aman.Kepolisian Austin dalam pernyataan via Twitter, seperti dilansir CNN, menyatakan penembakan itu diduga sebagai 'situasi domestik yang terisolasi'.Selengkapnya soal sosok pelaku penembakan itu ada di halaman berikutnya.
        "
Bina Marga DKI Bersedia Jembatan Kota Paris Dihapus dari Daftar Asetnya,Kadek Melda Luxiana,"jembatan kota paris akses tawuran,tawuran,tawuran johar baru,jakarta pusat,dinas bina marga dki jakarta,detikcom do your magic","Senin, 19 Apr 2021 20:17 WIB",https://akcdn.detik.net.id/community/media/visual/2020/02/10/8c8d8255-f1b1-4492-a2c2-563291c828ad.jpeg?w=700&q=90,"Jembatan Kota Paris adalah aset . Warga di  ingin agar jembatan itu dibongkar saja karena menjadi akses tawuran bersenjata tajam. Bina Marga bersedia menghapus dari daftar asetnya.""Kalau itu memang permohonan warga, jadi itu aset nanti dihapus dulu. Kalau sudah dihapus aset, baru nanti kita bongkar,"" kata KepalaHari Nugroho, Senin (19/4/2021).Penghapusan aset adalah langkah formal yang perlu dilalui sebelum pembongkaran secara fisik. Tujuannya, agar Badan Pemeriksa Keuangan (BPK) tidak salah paham. Hari memahami, jembatan itu kini justru lebih banyak mudaratnya ketimbang manfaatnya.""Manfaatnya dulu kan untuk menghubungkan antarkampung. Sekarang, daripada sekarang lebih banyak mudaratnya tadi, ya sudah, dihapus,"" kata dia.Penghapusan aset harus melalui rapat dengan Badan Pengelolaan Aset Daerah (BPAD) DKI Jakarta. Rapat awalan sudah dilakukan.""Jadi kemarin kita sudah rapat dengan BPAD mau merobohkan, jembatan itu kan termasuk aset,"" kata Hari.
        "
Polda Metro Bongkar Ekstasi dari Jerman-Sabu di Riau Selama 2 Bulan,Yogi Ernes,"polda metro jaya,narkoba,ganja,ekstasi","Senin, 19 Apr 2021 20:08 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/polda-metro-tangkap-jaringan-narkoba_169.jpeg?w=700&q=90,"Jajaran Direktorat Reserse Narkoba  mengungkap lima kasus menonjol terkait peredaran narkoba di wilayah hukum Polda Metro Jaya. Dari lima kasus itu, polisi menangkap sejumlah tersangka WNI hingga WNA.Dalam pengungkapan kasus ini, Polda Metro Jaya menyita barang bukti sabu hingga ekstasi. Sedangkan modus operandinya ada yang disamarkan dengan kemasan teh hijau hingga disimpan di dalam dus.Kasus pertama yang diungkap Polda Metro Jaya adalah penyelundupan sabu dalam  di Pekanbaru, Riau.""Di TKP kita amankan 5,9 kg sabu-sabu saat kita lakukan penggeledahan. Barang itu dibungkus dalam bungkus teh hijau China warna hijau,"" kata Kabid Humas Polda Metro Jaya Kombes Yusri Yunus di Mapolda Metro Jaya, Jakarta, Senin (19/4/2021).Polisi menangkap satu orang pelaku inisial MZ bersama barang bukti 5,9 kg sabu. Sabu tersebut rencananya akan dikirim ke Jakarta.Kepada polisi, pelaku MZ mengaku disuruh oleh dua orang pelaku utama untuk mengedarkan barang haram tersebut. Dua pelaku I dan A kini masih dalam tahap pengejaran polisi.Polda Metro Jaya menangkap WN Nigeria berinisial FUO yang menyelundupkan ekstasi ke Jakarta. FUO diamankan setelah mengirimkan ribuan .""Ini hasil kerja sama Narkoba Polda Metro Jaya dan Bea-Cukai Pasar Baru. Kita berhasil mengamankan 5.385 butir ekstasi dengan dikirim via pos dari Jerman,"" kata Yusri.Kasus ini bermula dari laporan pihak Bea-Cukai Pasar Baru mengenai adanya paket kiriman mencurigakan dari Jerman. Polisi pun segera menelusuri alamat penerima paket tersebut.Yusri mengatakan, pada Senin (12/4) di sebuah kantor pos di daerah Pademangan, Jakarta Utara, polisi membuntuti seorang perempuan inisial V yang mengambil paket mencurigakan tersebut. Petugas pun kemudian mengamankan V untuk dimintai keterangan.""Wanita tersebut, dia yang mengamankan barang haram tersebut di daerah Pademangan yang isinya adalah ekstasi. V ternyata disuruh oleh FUO,"" ungkap Yusri.Atas perbuatannya, FUO dijerat dengan Pasal 114 subsider Pasal 112  Pasal 132 UU Nomor 35 Tahun 2009 tentang Narkotika. Warga negara Nigeria ini terancam hukuman penjara 20 tahun atau maksimal hukuman mati.
        "
Pemuda di Pasuruan Tewas Dikepruk Pakai Bondet Saat Makan,Muhajir Arifin,"bondet,kekerasan,kritis,luka parah,birojatim","Senin, 19 Apr 2021 20:15 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/kekerasan-di-pasuruan_169.jpeg?w=700&q=90,"Seorang pemuda di Pasuruan dikepruk dengan oleh orang tak dikenal saat makan. Korban mengalami luka parah di bagian kepala hingga tewas.Aksi  itu menimpa Mukhamad Ramadhani (19), warga Dusun Tegalan, Desa Kalipang, Kecamatan Grati, Kabupaten Pasuruan. Ia dipukul di tepi Danau Ranu Grati, Dusun Parasan, Kelurahan Gratitunon, Kecamatan Grati sekitar pukul 12.30 WIB.Peristiwa itu bermula saat korban bersama dua teman berboncengan tiga menggunakan Honda Vario L 4675 YS menuju Ranu Grati. Di tengah perjalanan, ketiganya berhenti di sebuah warung untuk membeli nasi bungkus. Usai membeli nasi, mereka menuju tepi danau.Namun, saat korban hendak makan, tiba-tiba datang dua orang tak dikenal memakai masker, dengan motor Honda Vario N 2351 WI. Salah satu orang itu langsung marah-marah dan membanting helm milik korban.Ia mengambil bahan peledak jenis  dari dalam tasnya dan langsung menghantamkannya ke kepala bagian belakang kiri korban. Akibat ledakan bondet, kepala korban luka robek hingga pendarahan.Ledakan bondet juga membuat pergelangan tangan kanan pelaku terluka. Korban terkapar, sementara kedua pelaku lari ke arah timur.""Korban ditolong oleh warga dan petugas Polsek Grati yang datang ke lokasi kejadian. Selanjutnya korban dibawa ke RSUD Grati untuk menjalani perawatan intensif,"" kata Kasubbag Humas Polres Pasuruan Kota AKP Endy Purwanto, Senin (19/4/2021).Namun setelah 4 jam menjalani perawatan, korban mengembuskan napas terakhir. Anggota Reskrim Polsek Grati masih mendalami keterangan saksi soal kasus  itu. Pelaku masih dalam pengejaran. Pelaku meninggalkan motornya dan lari ke hutan.""Pelaku berlari ke arah hutan yang berada di tepi danau. Dalam peristiwa tak ada barang milik korban yang hilang,"" pungkas Endy."
"Andre Rosiade: Pilkada Usai, Saatnya Kolaborasi Bangun Sumatera Barat",Mega Putra Ratya,andre rosiade,"Senin, 19 Apr 2021 20:18 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/19/andre-rosiade_169.jpeg?w=700&q=90,"Anggota Komisi VI DPR RI dari Fraksi Gerindra Andre Rosiade menyampaikan komitmennya terhadap percepatan pembangunan di Ranah Minang demi terwujudnya kesejahteraan masyarakat Sumatera Barat (Sumbar).Hal itu disampaikan Andre dalam acara Silaturahmi Pemerintah Provinsi Sumatera Barat dengan Anggota DPR dan DPD RI di Hotel Balairung, Jakarta, Senin (19/4/2021). Hadir dalam acara itu, Gubernur dan Wakil Gubernur Sumatera Barat Mahyeldi-Audy Joinaldi, Anggota DPR dan DPD RI daerah pemilihan Sumatera Barat, serta jajaran Forkopimda.Andre mengatakan, kontestasi politik di Pilkada Sumatera Barat telah usai. Sebagaimana diajarkan Ketua Umum Partai Gerindra Prabowo Subianto, Andre mengatakan kini saatnya semua pihak bergandengan tangan dan berkolaborasi untuk kemajuan Sumatera Barat ke depan.""Kami sebagai ketua Partai Gerindra Sumatera Barat yang merupakan partai terbesar di Sumbar, siap mendukung pembangunan yang diusung oleh Pemerintah Provinsi Sumatera Barat. Pak Prabowo sudah mengajarkan kepada kami bahwa kompetisi yang keras sudah selesai. Setelah kompetisi selesai, saatnya bersatu membangun Indonesia. Begitu pun juga di Sumatera Barat. Insya Allah Partai Gerindra berkomitmen untuk itu,"" kata Andre dalam keterangannya, Senin (19/4/2021).Sebagai wujud dari komitmen itu, Andre mengatakan dirinya telah berkolaborasi dengan sejumlah Bupati dan Wali Kota di Sumatera Barat. Jajaran menteri Kabinet Indonesia Maju pun telah ditemui sebagai upaya mencari solusi atas mandeknya berbagai proyek pembangunan di Sumatera Barat.Sejumlah menteri yang telah ditemui antara lain, Menteri BUMN Erick Thohir, Menteri Kesehatan Budi Gunadi Sadikin, Menteri Koperasi dan UMKM Teten Masduki, Menteri Kelautan dan Perikanan Sakti Wahyu Trenggono, Menteri Pariwisata Sandiaga Salahuddin Uno, Menteri Perdagangan Muhammad Luthfi, hingga Menteri Pekerjaaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono.Sejumlah menteri yang ditemui Andre pun berkomitmen segera hadir ke Sumatera Barat. Seperti Menparekraf Sandiaga Uno yang tengah mengatur jadwal kunjungan yang sedianya akan dilakukan sebelum Hari Raya Idul Fitri.""Lalu Menteri KKP juga akan hadir ke Sumbar untuk meninjau Danau Singkarak dan Danau Maninjau. Beliau sudah mengutus Dirjen Budi Daya Ikan Khusus yang langsung menangani pembudidayaan Ikan Bilih agar tidak punah,"" kata Andre.""Selain itu menteri BUMN juga berkomitmen untuk membantu pengembangan pariwisata Sumbar. Semua orang ingin membantu Sumatera Barat. Jadi Pak Gubernur tidak usah khawatir, kalau kita solid, kita mau bersama-sama, insya Allah tiga tahun ke depan Sumbar akan jauh lebih maju,"" tegas Andre."
