Judul,Author,Topik,Waktu,Gambar,Isi Berita
Penampakan Porsche Putih Penerobos Busway Diamankan Polisi,Andhika Prasetia,"porsche,porsche putih,porsche terobos busway,fotodetikcom","Senin, 26 Apr 2021 11:13 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/porsche-putih-terobos-busway-diamankan-polisi-6.jpeg?w=700&q=90,
"Pengurus Muhammadiyah Doakan UAS-Fatimah: Semoga Barokah, Jadi Contoh Umat",Lisye Sri Rahayu,"ustaz abdul somad,uas,pp muhammdiyah,fatimah az zahra","Senin, 26 Apr 2021 11:14 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/24/ustaz-abdul-somad-2_169.jpeg?w=700&q=90," () dalam waktu dekat akan menikahi gadis 19 tahun, Fatimah Az Zahra.  mendoakan agar  dan Fatimah menjadi jodoh yang serasi dan bisa dicontoh masyarakat.""Selamat berbahagia, semoga menjadi keluarga yang mawaddah, sakinah, warahmah. Diberikan barokah oleh Allah dalam kehidupan dan menjadi pasangan yang ideal, serasi untuk menjadi contoh bagi umat,"" kata Ketua PP  Dadang Kahmad kepada wartawan, Senin (26/4/2021).Dadang menyebut keputusan  untuk menikah adalah keputusan pribadi. , kata Dadang menghargai keputusan itu.""Ya saya kira ini persoalan pribadi beliau, kita hormati apapun pilihan, apapun itu adalah urusan pribadi,"" tutur dia.Dadang mendukung keputusan yang diambil UAS. Dadang berharap pernikahan  akan membawa kebahagiaan dan menjadi sumber inspirasi.""Oleh karena itu kita, masyarakat mendukung apapun keputusan, mudah-mudahan kita mendoakan kepada Ustaz Abdul Somad sebagai jodoh yang baik, yang cocok, yang membawa kebahagian dunia dan akhirat, dan juga menjadi sumber inspirasi dan uswah hasanah bagi masyarakat. Ya keluarga yang bahagia, kami ikut bahagia,"" jelasnya.Kabar rencana pernikahan Ustaz Abdul Somad ini dibenarkan Kepala Seksi Bimbingan Masyarakat Islam Kemenag Jombang, Ilham Rohim. Ilham Rohim mengatakan, dai kondang ini mendaftarkan diri untuk menikah sejak awal April 2021.""Iya, beliau (Ustaz Abdul Somad) sudah daftar di KUA Peterongan sebelum puasa kemarin,"" kata Ilham Rohim saat dikonfirmasi, Sabtu (24/4).Sementara saat disinggung terkait akad nikah, Ilham Rohim mengatakan rencananya berlangsung di sebuah hotel pada 20 Mei mendatang.""Konfirmasi dari KUA Peterongan insya Allah (akad nikah) di Hotel Yusro,"" imbuh Ilham."
"Lantik Bupati Bandung dan Tasikmalaya, Ridwan Kamil Pesan 3 Hal Ini",Yudha Maulana,"pelantikan kepala daerah,gubernur jabar ridwan kamil,bupati bandung,bupati tasikmalaya,gedung sate,bandung,birojabar","Senin, 26 Apr 2021 11:16 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/gubernur-jabar-ridwan-kamil-lantik-bupati-bandung-dan-bupati-tasikmalaya_169.jpeg?w=700&q=90,"Gubernur Jawa Barat Ridwan Kamil melantik secara resmi kepala daerah pemenang Pilkada serentak 2020 di Kabupaten Bandung dan Tasikmalaya. Dua pasangan kepala daerah ini dilantik di Gedung Sate, Kota Bandung, Senin (26/4/2021).Dua pasangan kepala daerah yang dilantik adalah Dadang Supriatna-Sahrul Gunawan sebagai Bupati dan Wakil Bupati Bandung serta Ade Sugyanto-Cecep Nurul Yakin sebagai Bupati dan Wakil Bupati Tasikmalaya.""Kami berbangga dua kepala daerah telah dilantik, momen ini ditunggu oleh masyarakat Kabupaten Bandung dan Kabupaten Tasikmalaya. Dengan takdir Allah kita bisa menyaksikan peristiwa bersejarah ini dilantiknya Bupati dan Wakil Bupati Bandung, juga bupati dan wakil bupati Tasikmalaya,"" kata Ridwan Kamil.Ia pun menitipkan tiga pesan agar para kepala daerah yang baru dilantik bisa mengemban tugas dengan baik. ""Yang pertama menjaga integritas adalah pondasi pertama yang dimulai dari pemimpinnya, semangat integritas Insya Allah akan diikuti. Jauhi dari godaan uang agar tidak terpeleset,"" kata Ridwan Kamil.Kemudian, ia menitipkan pesan agar pemimpin bisa memposisikan diri sebagai seorang pelayan. ""Pemimpin bukan untuk dilayani, tapi jadi pemimpin harus melayani jangan jadi pemimpin yang hanya berdiam diri di kantor, tapi turun ke masyarakat,"" katanya.Lalu, Kang Emil -sapaan Ridwan Kamil- meminta agar para kepala daerah yang baru dilantik bisa segera beradaptasi dengan pandemi COVID-19.""Harus dipikirkan bagaimana keadaan di Bandung dan Tasikmalaya setelah COVID ini. Pendidikan berubah, kesehatan berubah dan pengambilan keputusan juga berubah. Saya titip agar semua bisa beradaptasi,"" ujarnya."
"Pria Spanyol Positif Corona Ngotot Kerja, 22 Orang Tertular",Novi Christiastuti,"spanyol,virus corona,covid-19","Senin, 26 Apr 2021 11:16 WIB",https://akcdn.detik.net.id/community/media/visual/2020/09/28/ilustrasi-corona_169.jpeg?w=700&q=90,"Seorang pria di didakwa melakukan tindak pidana setelah menularkan  (COVID-19) terhadap 22 orang lainnya. Pria ini mengalami gejala-gejala Corona namun bersikeras tetap masuk kerja, bahkan sengaja batuk-batuk tanpa masker di hadapan rekan-rekan kerjanya.Seperti dilansir  dan , Senin (26/4/2021), pria berusia 40 tahun yang tidak disebut identitasnya ini, telah dijerat dakwaan secara sengaja memicu cedera pada orang lain terkait perilaku sembrono yang membuat 22 orang lainnya tertular Corona dari dirinya.Kepolisian Spanyol mulai menyelidiki kasus ini setelah mendapati kemunculan wabah Corona di sebuah perusahaan di Pulau Mallorca, Spanyol.Menurut kepolisian setempat, beberapa hari sebelum wabah muncul, pria itu menunjukkan gejala-gejala Corona tapi menolak saran rekan-rekan kerjanya untuk pulang dan melakukan isolasi mandiri.Sepulang kerja, karena tidak menunjukkan peningkatan, pria itu melakukan tes PCR (). Dia tidak menunggu hasil tesnya dalam karantina, malah mendatangi sebuah gym dan masuk kerja keesokan harinya.Atasan pria ini memberitahunya untuk pulang setelah pemeriksaan menunjukkan suhu tubuhnya 40 derajat Celsius. Pria itu tetap menolak untuk pulang. Dia justru berjalan dan berkeliling di tempat kerjanya, sembari menurunkan masker yang dipakainya dan sengaja batuk-batuk di depan rekan-rekan kerjanya.""Saya akan menulari kalian semua dengan virus Corona,"" ucap pria itu seperti dikutip kepolisian.
        "
Polisi Jelaskan Alasan Tak Tahan Pengemudi Porsche Penerobos Busway,Rahmat Fathan,"porsche,porsche terobos busway,porsche terobos busway di gandaria,busway gandaria,dirlantas polda metro jaya","Senin, 26 Apr 2021 11:18 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/polisi-tilang-pengemudi-porsche-yang-menerobos-busway-di-gandaria-3_169.jpeg?w=700&q=90,"Polisi telah menilang pengemudi di Jl Sultan Iskandar Muda, Kebayoran Lama, Jakarta Selatan. Polisi menjelaskan alasan pengemudi perempuan berinisial SA itu hanya ditilang dan tidak ditahan.""Kemarin ada yang menanyakan, apakah pengemudinya ditahan? Ini adalah pelanggaran lalu lintas,"" ujar Kabid Humas Polda Metro Jaya Kombes Yusri Yunus kepada wartawan di di Gedung Subdit Gakkum Ditlantas Polda Metro Jaya, Pancoran, Jaksel, Senin (26/4/2021).Yusri menjelaskan, si pengemudi  juga telah membuat pernyataan. Pengemudi Porsche dijerat Pasal 287 Undang-Undang Nomor 22 Tahun 2009 tentang Lalu Lintas dan Angkutan Jalan.""Kemarin setelah bikin pernyataan sesuai pasal 287 kita kenakan di sini, dendanya Rp 500 ribu dan sudah ditilang oleh Polda Metro Jayam karena itu adalah pelanggaran,"" katanya.Dalam kasus ini Polda Metro Jaya mengamankan mobil sebagai barang bukti.Berikut ini bunyi pasal tersebut:Dalam kesempatan yang sama, Dirlantas Polda Metro Jaya Kombes Sambodo Purnomo Yogo menjelaskan peristiwa penerobosan busway oleh  itu ternyata terjadi pada Minggu 18 April 2021.""Video itu viral minggu lalu, ada yang sudah  hari Rabu, Kamis dan viral hari Jumat. Tetapi, sesungguhnya kejadiannya mobil masuk itu tanggal 18 April 2021 hari Minggu pukul 14.47, TKP-nya id Jl Sultan Iskandar Muda, Gandaria,"" kata Sambodo.Sambodo juga menegaskan bahwa mobil  bernopol B-2204-MA tercatat di Polda Metro Jaya. Dengan kata lain, kendaraan tersebut tidak bodong.Seperti diketahui, video mobil di Jl Iskandar Muda, Gandaria, Jaksel ini viral di media sosial. Polisi bergerak cepat menelusuri kejadian viral tersebut.Polisi kemudian mengamankan pengemudi tersebut pada Sabtu (24/4) di kawasan Jakarta Selatan. Pengemudi Porsche kemudian diperiksa selama 2 jam di Subdit Gakkum Ditlantas Polda Metro Jaya dan ditilang."
BIN Kini Sebut KKB Papua Jadi Kelompok Separatis dan Teroris,Tim detikcom,"kabinda papua,kabinda papua tewas,kabupaten puncak,papua,kelompok separatis dan teroris","Senin, 26 Apr 2021 10:57 WIB",https://akcdn.detik.net.id/community/media/visual/2021/02/16/kkb-papua-1_169.jpeg?w=700&q=90," gugur usai kontak tembak dengan kelompok kriminal bersenjata (KKB) di Beoga, Kabupaten Puncak, Papua. Badan Intelijen Negara (BIN) kini melabeli KKB menjadi  Papua.""Kontak tembak tersebut terjadi akibat Kelompok Separatis dan Teroris (KST) Papua melakukan penghadangan dan penyerangan terhadap rombongan Kabinda,"" ujar Deputi VII BIN Wawan Hari Purwanto dalam keterangannya, Senin (26/4/2021).Brigjen Putu gugur usai ditembak di bagian kepala. Saat itu, sekitar pukul 15.50 WIT, Brigjen Putu beserta Satgas BIN dan Satgas TNI-Polri yang tengah dalam perjalanan menuju Desa Dambet tiba-tiba dihadang oleh kelompok KKB. Saat itulah aksi baku tembak pun terjadi di sekitar gereja Desa Dambet, Beoga, Puncak.""Akibat kontak tembak tersebut mengakibatkan korban dari Satgas BIN, Kabinda Papua tertembak di bagian belakang kepala dan tembus depan kepala yang mengakibatkan Gugur sebagai Kusuma Bangsa,"" jelas Wawan.Kabinda Papua itu akan dimakamkan di Taman Makam Pahlawan (TMP) Kalibata, Jakarta Selatan. Wawan menyebut bahwa Brigjen Putu adalah sosok yang berprestasi. Kabinda Papua itu juga memiliki karier yang cemerlang dan pekerja keras.""Brigjen TNI I Gusti Putu Danny Karya Nugraha dikenal sebagai sosok hangat dan berprestasi. Beliau dikenal memiliki karier cemerlang di kesatuannya dan pekerja keras. Selama bertugas, almarhum juga dekat dengan masyarakat. Gugur di medan tugas adalah  tertinggi insan intelijen,"" kata dia.Saat ini  masih dalam pengejaran Satgas BIN.Seperti diketahui, kondisi Beoga di Kabupaten Puncak, Papua, sempat memanas karena ulah . Selama April, sejumlah orang tewas dan bangunan dirusak kelompok itu."
Serunya Bermain Bola Api Semarakkan Ramadhan,Rengga Sancaya,"ramadhan 2021,sepakbola,sepakbola api,fotodetikcom","Senin, 26 Apr 2021 10:56 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/tradisi-bermain-bola-api-semarakkan-malam-ramadhan_169.jpeg?w=700&q=90,
"Lantik Bupati Pandeglang-Walkot Tangsel, Wahidin Halim: Tangani COVID-19!",Bahtiar Rifa'i,"pelantikan kepala daerah,bupati pandeglang,wali kota tangerang selatan,gubernur banten,wahidin halim,serang,birojabar","Senin, 26 Apr 2021 11:00 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/gubernur-banten-wahidin-halim-lantik-bupati-pandeglang-dan-wali-kota-tangerang-selatan_169.jpeg?w=700&q=90,"Gubernur Wahidin Halim melantik kepala daerah pemenang Pilkada 2020 di Kabupaten Pandeglang dan Tangerang Selatan. Ia memberikan amanat para kepala daerah untuk menangani penyebaran COVID-19 dengan sungguh-sungguh.""Selamat, laksanakan tugas dengan sebaik-baiknya. Pesan saya dalam kondisi seperti ini, tangani COVID dengan serius dan sungguh-sungguh,"" kata Wahidin singkat saat memberikan sambutan pelantikan di Kawasan Pusat Pemerintahan Provinsi Banten (KP3B), Serang, Senin (26/4/2021).Kepala daerah yang dilantik untuk Pandeglang dan Tangsel adalah petahana di Pilkada dua daerah itu. Pasangan Irna Narulita-Tanto Arban menjabat untuk kedua kalinya sebagai bupati dan wakil bupati Pandeglang.Sementara untuk Tangsel adalah pasangan Benyamin Davnie-Pilar Saga Ichsan. Benyamin adalah petahana yang sebelumnya menjabat wakil wali kota. Sedangkan Pilar adakah keponakan mantan Gubernur Banten Atut Chosiyah.Mendengar amanat gubernur, Wali Kota Tangerang Selatan Benyamin menyatakan bahwa menurutnya mematuhi protokol kesehatan saat pandemi perlu kesadaran kolektif bersama. Begitu menjabat, besok ia langsung meminta dinas untuk persiapan penanganan Corona khususnya menjelang dan pasca Lebaran.""Kita harus mengantisipasi menjelang lebaran dan pasca Lebaran. Jangan sampai terjadi kerumunan. Kedua saya akan konsolidasi dalam kerangka mengoperasikan APBD Tangsel, mana yang harus segera dilakukan mana prioritas, semua harus dikaitkan penanganan COVID dan pemulihan ekonomi,"" jelasnya.Sementara, Wakil Bupati Pandeglang Tanto mengatakan bahwa ia dan Irna akan melanjutkan program pembangunan yang sebelumnya digagas bersama. RPJMD harus langsung tancap gas tidak hanya dengan ukuran seratus hari.""RPJMD harus tancap gas, arahan terkait COVID ini jadi prioritas kita,"" tambahnya."
Bupati Ponorogo Kecam Pertunjukan Reog Saat Sahur yang Abaikan Prokes,Charolin Pebrianti,"reog,bupati ponorogo,prokes,sahur on the road,birojatim","Senin, 26 Apr 2021 11:01 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/pertunjukan-reog-saat-sahur_169.jpeg?w=700&q=90,"Bupati Ponorogo Sugiri Sancoko mengecam pertunjukan  yang digelar di alun-alun saat sahur pada Sabtu (24/4). Pertunjukan itu disesalkan karena mengabaikan prokes.Sebelumnya, ada empat video soal sahur on the road yang beredar di media sosial. Salah satunya di Instagram @ponorogo.update.Sahur on the road itu digelar di depan Paseban Alun-alun Ponorogo, dengan dimeriahkan kesenian Reog. Total ada enam Reog yang tampil lengkap dengan musik gamelan.Warga pun tampak berkerumun dan tidak memperhatikan protokol kesehatan () dalam acara itu, meski saat ini masih pandemi COVID-19. Bupati Ponorogo Sugiri Sancoko pun menyoroti kejadian ini.Pihaknya menyayangkan adanya keramaian di depan rumah dinasnya. Ditambah, masyarakat tidak memperhatikan .""Saya kemarin perang dengan Pak Dandim, Kapolres bahkan Bu Gubernur perang di medsos. Kejadian itu tidak ada koordinasi dengan Pemkab maupun Kapolres dan Dandim,"" tutur Giri kepada wartawan, Senin (26/4/2021).Giri menambahkan, awalnya dia mengira acara itu hanya gugah sahur seperti biasa. Namun kenyataannya pada Sabtu (24/4) dini hari itu ada pertunjukan Reog.""Tak pikir biasa tabuhan gugah sahur ternyata ada . Sudahlah ini berhenti tidak baik di situasi seperti ini. Pada saatnya nanti kita show saat pandemi sudah mereda,"" terang Giri.Sementara Kapolres Ponorogo AKBP Mochamad Nur Azis menjelaskan, usai video soal sahur on the road viral di media sosial, pihaknya langsung melakukan patroli rutin di depan Alun-alun Ponorogo. Sekaligus mendatangi pemilik yang tampil di sahur on the road.""Mereka mengadakan itu secara spontanitas. Tidak ada izin. Kami siap membubarkan kalau ditemukan kerumunan lagi,"" imbuh Azis.Menurutnya, sudah dilakukan komunikasi antara polisi, TNI serta satgas Pemkab untuk mengantisipasi agar kejadian seperti ini tidak terulang kembali. ""Kita terus antisipasi, kemarin tidak ada izin. Tadi malam kita patroli, malam Minggu depan juga akan patroli,"" pungkas Azis."
Ramadan di Tengah Cengkeraman Junta Militer Myanmar,BBC Indonesia,"bbc magazine,bbc,myanmar,militer myanmar,ramadan 2021","Senin, 26 Apr 2021 11:09 WIB",https://akcdn.detik.net.id/community/media/visual/2021/04/26/ramadan-di-tengah-cengkeraman-militer-myanmar-penahanan-tanpa-alasan-pembunuhan-dan-rasa-tak-aman-berada-di-masjid.jpeg?w=700&q=90,"Di salah satu jalan di tengah kota Yangon, tempat banyak warga Muslim bermukim, Ramadan kali ini menyisakan trauma mendalam.Pada pekan pertama Ramadan lalu, banyak warga yang melayat seorang pemuda yang ditemukan tergantung di masjid dengan kondisi dipakaikan baju perempuan. Tidak ada keterangan resmi apa yang terjadi namun di media sosial, warga banyak membicarakan apa yang terjadi adalah aksi militer.Daw Zi termasuk di antara yang melayat pemuda yang sering menjaga masjid itu.""Sangat menyedihkan dan sangat sulit kondisi di sini...Pemuda itu sendiri di masjid saat ditangkap dan meninggal,"" kata Daw Zi, bukan nama sebenarnya, perempuan berusia 35 tahun.Warga Muslim yang tinggal di seputar tempat tinggalnya itu termasuk orang Myanmar sendiri, orang Rohingya dan Muslim dari Asia selatan.""Kami takut ke masjid pada malam hari. Tak ada yang berani. Kami pulang ke rumah sebelum maghrib dan melakukan tarawih di rumah. Kami buka puasa juga di rumah. Tak aman salat di masjid,"" tambah perempuan keturunan Rohingya ini kepada wartawan , Endang Nurdin.Kabar yang terjadi di Mandalay pada hari pertama Ramadan juga terdengar oleh mereka di Yangon.Seorang pria berusia 28 tahun meninggal ketika tentara melepaskan tembakan ke arah masjid Maha Aungmyay, Mandalay, ketika pria itu tengah tidur, setelah beribadah di masjid, menurut , media online independen.Media ini mengutip para saksi mata yang mengatakan tentara langsung melepaskan tembakan dan Ko Htet, pemuda itu, ditembak, di dada dan meninggal di tempat.Daw Ma Aye, perempuan berusia pertengahan 20-an, yang tinggal di Yangon mendengar kabar ini dan mengatakan, ""Kami sama sekali tak aman. Mereka seolah memberi kami kebebasan semu yang dapat diambil kapan saja.""""Akan selalu ada penahanan tak terduga-duga tanpa alasan apapun. Jadi sama sekali tak aman untuk salat di masjid,"" katanya lagi kepada .Selain Daw Zi, dan Daw Ma Aye, anak muda Muslim lain, U Jee, bukan nama sebenarnya, juga merasa was-was dan selalu berwaspada, dan takut menjadi incaran.""Tidak, kami tak bisa tarawih karena jam malam. Namun militer juga secara rutin dan  memeriksa masjid. Mereka dapat menahan orang yang berkunjung ke masjid dan membuat orang takut pergi ke masjid, karena itu sejumlah masjid tutup,"" cerita U Jee.""Selama siang hari, sebelum buka puasa, orang-orang di tengah kota mencoba menjual makanan di tengah situasi penuh risiko dan bahaya. Mereka perlu menjual sesuatu untuk menyambung hidup.""""Setelah jam 19:00 malam, semuanya tutup, orang-orang di dalam rumah dan berdiam. Sepanjang malam, banyak polisi dan tentara yang berpatroli di seputar tengah kota,"" tambahnya.Daw Zi, Daw Ma dan U Jee termasuk anak-anak muda yang ikut serta dalam protes besar yang pecah setelah militer melancarkan kudeta pada 1 Februari lalu.Dari ketiga mereka, hanya Daw Zi yang orang Rohingya.Cecep Yadi, seorang warga Indonesia yang berteman baik dengan ketiganya saat tinggal di Yangon, mengatakan kondisi saat ini benar-benar traumatis buat semua.""Ramadan tahun lalu sangat  (damai) yah... Aktivitas seperti biasa... Tempat belanja, pasar, restoran buka seperti biasa.. Warga Muslim juga berpuasa dengan lancar dan damai,"" kata Cecep.Namun dalam dua bulan terakhir, anak-anak muda Myanmar, tak terkecuali termasuk yang Muslim berada dalam kondisi kekhawatiran.""Mereka benar-benar trauma dan sedih, melihat orang meninggal setiap hari, di depan mata... Meninggal karena disiksa, dibunuh oleh polisi dan tentara,"" kata Cecep Yadi, yang meninggalkan Myanmar akhir Maret.""Saya sendiri sangat trauma dua bulan di zona perang, menyaksikan apa yang terjadi dan dengan perjuangan keluar dari Myanmar. Kesedihan dan trauma terberat yang pernah saya alami,"" tambah Cecep.Ia mengatakan upaya untuk keluar dari negara itu cukup berat dengan surat dari KBRI dan penjagaan tentara dan polisi sampai ke bandara.Protes besar yang diikuti ribuan orang di banyak kota di Myanmar sepanjang Maret lalu dibalas militer dengan kekerasan dan menyebabkan paling tidak 700 orang meninggal, termasuk puluhan anak-anak, sementara banyak lainnya ditahan.Ronan Lee, seorang pengamat dari International State Crime Initiative - komunitas yang meneliti dokumen kejahatan negara - mengatakan kondisi Muslim di Myanmar khususnya warga Rohingya akan ""tetap suram.""Lee mengatakan kondisi Muslim Rohingya akan semakin parah bila junta mendapatkan kekuasaan lebih.Ia mengatakan, seperti dikutip , mereka ""sangat rentan atas penyiksaan lebih lanjut oleh militer.""Lee, yang juga penulis buku , mengatakan sering matinya internet dan penahanan para wartawan juga membuat kondisi lebih sulit untuk mengangkat nasib warga Rohingya.Nasir Zakaria, direktur eksekutif Rohingya Culture Centre yang berkantor di Chicago, Amerika Serikat, memperingatkan bahwa warga Muslim Rohingya berada ""di ambang bahaya besar.""""Tidak ada cara untuk melindungi mereka. Militer sangat kuat. Orang Rohingya bisa ditahan, dibunuh, diculik dan diperkosa,"" kata Nasir.Sementara Ronan Lee mengatakan kekejaman yang dihadapi warga sipil Rohingya pada 2017 termasuk pembunuhan, penahanan, perkosaan dan mereka sama sekali tak berdaya menghadapi tentara dengan senjata lengkap.Lee mengatakan sekitar 140.000 warga Rohingya dikumpulkan di kamp konsentrasi di negara bagian Rakhine, tempat mereka dipaksa tinggal sejak 2012.Ia mengatakan mereka yang berada di luar kamp menjalani apa yang ia sebut ""sistem aparteid"" dengan pembatasan bergerak termasuk ke desa-desa sekitarnya, akses pendidikan, kesehatan dan bekerja juga terbatas.""Genosida yang didokumentasikan oleh PBB tak berubah banyak dalam tahun-tahun terakhir ini dan di desa-desa Rohingya terlihat kemiskinan dan ketakutan terhadap militer,"" kata Lee mengacu pada laporan PBB pada 2019 tentang kondisi Rohingya.Dalam laporan itu PBB menyimpulkan terjadi ""risiko serius aksi genosida akan kembali terjadi.""Sejak kudeta 1 Februari lalu, para pengamat mengatakan mayoritas etnis Bamar lebih bersimpati atas nasib warga Rohingya.Salah satu kelompok sipil bulan lalu bahkan berjanji untuk mencari keadilan bagi kelompok minoritas itu. Tetapi tak banyak yang mereka lakukan untuk melindungi Rohingnya dari militer.Nay San Lwin, pendiri Free Rohingya Coalition - jaringan global para aktivis Rohingya - menyatakan kekhawatiran bahwa pemimpin militer Min Aung Hlaing, yang merebut kekuasaan dari pemerintahan sipil pimpinan Aung San Suu Kyi, akan meluncurkan kekerasan lagi terhadap warga Rohingya.""[Min Aung Hlaing] pernah mengatakan bahwa krisis Rohingya adalah masalah yang belum selesai sejak Perang Dunia II,"" kata Nay San Lwin.Bagi Daw Zi dan teman-temannya, anak-anak muda Myanmar, di tengah ketidakpastian ini, ia hanya mengatakan, ""Kami tak tahu apa yang akan terjadi namun kami tetap ingin demokrasi untuk kebebasan."""
"40 Pasangan Kepala Daerah Dilantik Hari Ini, Ada Sahrul Gunawan",Marlinda Oktavia Erwanti,"pelantikan,pilkada 2020,kemendagri","Senin, 26 Apr 2021 11:03 WIB",https://akcdn.detik.net.id/community/media/visual/2015/12/08/5ac86beb-5366-4dfe-b5be-56fb076e9f6c_169.jpg?w=700&q=90,"Pelantikan kepala daerah tahap kedua dilakukan hari ini. Ada 40 pasangan yang dilantik hari ini.""Hari ini pelantikan kepala daerah tahap kedua hasil Pilkada Serentak 2020. Pelantikan hari ini akan diikuti oleh 40 daerah,"" kata Kepala Pusat Penerangan Kementerian Dalam Negeri (Kemendagri) Benni Irwan kepada wartawan, Senin (26/4/2021).Benni mengungkapkan, pelantikan diikuti 35 bupati dan wakil bupati, serta 5 pasangan wali kota dan wakil wali kota.""Terdiri atas 39 daerah hasil  (35 Kabupaten dan 4 Kota). Ada tambahan 1, yaitu Kota Binjai, Wakil Wali Kota-nya dilantik menjadi Wali Kota karena Wali Kota-nya meninggal sebelum pelantikan pada Februari lalu,"" tutur dia.Pelantikan ini akan dipimpin gubernur atau penjabat gubernur di provinsi masing-masing.Pelantikan hari ini diikuti Kabupaten Samosir, Kabupaten Karo, Kabupaten Nias Selatan, Kabupaten Simalungun, Kabupaten Nias Utara, Kabupaten Nias Barat, dan Kabupaten Gunung Sitoli di Sumatera Utara.Kemudian, Kabupaten Solok dan Kabupaten Solok Selatan di Sumatera Barat. Kabupaten Karimun, Riau; Kabupaten Pelawan, Riau; Kabupaten Tanjung Jabung Timur, Jambi; Kabupaten Pesisir Barat, Lampung; Kabupaten Bangka Barat, Bangka Belitung.Selain itu, pelantikan juga diikuti Kabupaten Tasikmalaya, Jawa Barat; Kabupaten Grobogan, Jawa Tengah; Kabupaten Pacitan, Jawa Timur; Kabupaten Pandeglang, Banten; dan Kabupaten Sumbawa, NTB.Pelantikan juga dilakukan di Kabupaten Sumba Barat, Kabupaten Belu, dan Kabupaten Malaka di NTT, Kabupaten Sekadau, Kalimantan Barat dan Kabupaten Kotabatu, Kalimantan Selatan.Kemudian, ada Kabupaten Bontang dan Kabupaten Kutai Barat di Kalimantan Timur. Lalu Kabupaten Malinau, Kalimantan Utara; Kabupaten Tojo Una-una, Sulawesi Tengah; Kabupaten Toraja Utara, Sulawesi Selatan; serta Kabupaten Konawe Selatan dan Kabupaten Konawe Utara di Sulawesi Tenggara.Selain itu, pelantikan juga dilakukan kepala daerah di Kabupaten Maluku Barat Daya, Maluku; Kabupaten Ternate, Maluku Utara; Kabupaten Yahukimo, Papua; serta Kabupaten Fakfak, Kabupaten Sorong Selatan, dan Kabuoaten Kaimana, Papua Barat. juga dilakukan di Kabupaten Bandung di mana pasangan Dadang-Sahrul Gunawan menjadi pemenangnya. Kemudian, Benyamin Davnie dan Pilar Saga Ihsan juga akan dilantik sebagai Wali Kota dan Wakil Wali Kota Tangerang Selatan dalam pelantikan hari ini."
